participant,condition,condition_idx,prototype_idx,prototype_idx_nox1,prototype,curvature,input_type,block,task,condition_task_idx,start_idx,end_idx,is_long,angle,start_offset_x,start_offset_y,start_offset,end_offset_x,end_offset_y,end_offset,end_dist_along_task_axis,drag_distance,trajectory_distance,time,n_attempts,task_axis_crossing,movement_direction_change,orthogonal_direction_change,movement_variability,movement_variability_hinge,movement_error,movement_offset
9,flat-touch,0,0,0,flat,0.0,touch,0,9,9,9,3.0,True,150.0,0.03016380968110701,-0.13234472908914396,0.13573865599805,0.2083741092424342,-0.15183329840910434,0.25782381563456475,-0.256373921299454,22.864835988115047,23.007958542412588,1438.1000000238419,1,2,36,0,0.18306797168923605,0.19280146913693208,0.1975884188933365,-0.10405981952262824
9,flat-pen,1,0,0,flat,0.0,pen,0,20,20,20,14.0,False,180.0,-0.06041624782521693,-0.04310526388968916,0.07421715958104143,0.11414103577150207,-0.1483144613968547,0.18715062251146913,-0.11414103577150209,11.535037091566467,11.762286031934408,1629.1000000238419,1,4,25,7,0.10491324893347738,0.10491324893347738,0.12843455480038302,-0.0911274777266771
9,flat-pen,1,0,0,flat,0.0,pen,0,16,16,16,22.0,False,300.0,0.0779722376699981,0.166748096588054,0.18407769436573693,-0.3675354601212512,0.269757296756689,0.4559071326487624,-0.41738440190813586,11.501862302196413,12.422468315132194,1705.0999999642372,1,6,35,23,0.1133683990385794,0.0851065252455992,0.09708716504072705,-0.07163607082697514
9,flat-pen,1,0,0,flat,0.0,pen,0,6,6,6,0.0,True,240.0,-0.26558712031283305,0.21541876321377246,0.34196748678875105,0.06146702215592463,-0.12853123027553473,0.14247270604877085,0.08057779952031824,23.18166351055916,24.019347162050206,2141.5,1,2,46,20,0.10637799822635528,0.039921637056803266,0.12934461569392883,-0.12872665969693212
9,flat-pen,1,0,0,flat,0.0,pen,0,7,7,7,1.0,True,210.0,0.3745679511733143,0.26353713832983244,0.45798796198726843,0.09856440332399416,-0.39484102470754956,0.40695746263549804,0.11206123516634053,22.821153484705917,23.339125936885722,1686.0,1,1,44,11,0.2900327283708447,0.13366751666688115,0.3604754604542781,-0.24259235754656924
9,flat-pen,1,0,0,flat,0.0,pen,0,17,17,17,23.0,False,270.0,-0.07443893190570573,0.29472316302750845,0.3039784489206457,-0.06387431214932816,0.08020889779968587,0.10253484792396322,-0.08020889779968586,11.574519086646879,12.115184102153561,1860.300000011921,1,4,23,9,0.10979713172744182,0.06721672928170616,0.10067934747572593,-0.06542105460858172
9,flat-pen,1,0,0,flat,0.0,pen,0,21,21,21,15.0,False,150.0,-0.1296343344092659,-0.19318881610661756,0.23265205635542935,0.3905260738807894,0.08310764083878582,0.3992712040036602,-0.2966516804015693,11.948638461052639,12.298589006209314,1657.1000000238419,1,8,32,3,0.09338267220997243,0.0727797665522697,0.07926501865785958,-0.05200148239686517
9,flat-pen,1,0,0,flat,0.0,pen,0,10,10,10,4.0,True,120.0,0.18044089533531601,0.09418970470165308,0.20354512320661253,0.1501395523158491,-0.10728031233383496,0.1845289965941634,-0.16797725196495467,22.530494325692953,22.697761416855275,1845.300000011921,1,4,31,0,0.11429274976129013,0.03750796247256089,0.1009575595294971,-0.05063651198040598
9,flat-pen,1,0,0,flat,0.0,pen,0,0,0,0,6.0,True,60.0,-0.12459899672576058,-0.2860508996027947,0.3120096587425367,-0.017940053957255175,-0.46349392882225443,0.46384099386651706,-0.41036754383855634,22.51300065312163,22.815295337609157,2279.399999976158,1,0,42,17,0.08363084957684655,0.01596485019531232,0.18937885521206912,0.18937885521206912
9,flat-pen,1,0,0,flat,0.0,pen,0,1,1,1,7.0,True,30.0,0.22119197144566125,-0.08095121587929355,0.2355397791973878,0.23769924671349818,-0.06486022208682103,0.24638948901549396,0.17342347507090367,22.713760615201696,22.902423883501836,1697.1000000238419,1,2,45,9,0.18854639809873203,0.17687625998057194,0.16550790086390416,-0.05329437080503552
9,flat-pen,1,0,0,flat,0.0,pen,0,11,11,11,5.0,True,90.0,-0.2081319849511091,0.3337758638193585,0.39335130663066015,0.08308063294434084,0.16277778085935418,0.18275392611905286,0.16277778085935418,22.55088229412532,23.375507377252937,1910.0,1,5,23,1,0.16899600356458797,0.0870433646281035,0.1520290864119741,-0.08275100838987859
9,flat-pen,1,0,0,flat,0.0,pen,0,2,2,2,8.0,True,0.0,0.7785631612180637,0.22391339690769085,0.8101220928481124,0.06556302709093291,-0.06961722533108392,0.09562985195076543,0.06556302709093291,23.434838499810365,23.63387793665768,1689.0999999642372,1,7,27,2,0.12641282860480457,0.12641282860480457,0.10325998776482707,-0.023886411367606025
9,flat-pen,1,0,0,flat,0.0,pen,0,12,12,12,18.0,False,60.0,0.09452634003544896,-0.02626643929928707,0.09810787325164304,0.06618872342331207,-0.3266365841260108,0.3332752694064116,-0.24978121794684222,11.11541400089797,11.185824233008452,1185.5,1,1,21,11,0.14065959946144704,0.11723332512091361,0.2123256136108869,0.1954238142995237
9,flat-pen,1,0,0,flat,0.0,pen,0,13,13,13,19.0,False,30.0,0.3294161723270994,0.1491618340208129,0.3616134224819231,-0.05640727768325073,0.09737095180078041,0.11252947716143205,-0.0001646595316279753,11.67065967726093,12.197028179922068,1664.300000011921,1,2,24,3,0.3093701231912739,0.2800749802224392,0.2748401167541085,-0.004097464155072359
9,flat-pen,1,0,0,flat,0.0,pen,0,3,3,3,9.0,True,330.0,0.11120566121550834,-0.054605565872441315,0.12388892973396753,-0.12381905362078127,-0.2583773026736892,0.2865135050507691,0.021958205428700583,23.02549872754638,23.298902908537737,1884.3999999761581,1,2,44,7,0.1912792955948313,0.17329529005189037,0.15997227495910893,0.01908168675545547
9,flat-pen,1,0,0,flat,0.0,pen,0,8,8,8,2.0,True,180.0,-0.019064068289738195,0.13020752891652987,0.1315957419003547,-0.11004609942407532,0.12204538821797373,0.1643326528226493,0.11004609942407534,22.629019440881343,22.970591335144324,1801.5,1,2,26,2,0.17525939567856919,0.17525939567856919,0.14454665589975016,-0.023239195497895927
9,flat-pen,1,0,0,flat,0.0,pen,0,22,22,22,16.0,False,120.0,0.08607661812444539,-0.054738076605403196,0.1020070645504545,0.050134013457431736,0.23388214444697453,0.2391950601422726,0.17748087185394568,11.593308631689927,11.981669983931914,1880.0,1,1,28,1,0.08790572660923224,0.043503056520026555,0.10480633732671642,0.07593646807243669
9,flat-pen,1,0,0,flat,0.0,pen,0,18,18,18,12.0,False,240.0,0.193355265733832,-0.27738440089863464,0.3381247767450579,0.13499658250838972,-0.2365007325127068,0.27231723002408675,0.13731735111543747,11.295454463491811,11.867033464066992,1377.800000011921,1,5,35,9,0.13901664131269145,0.10227976021510633,0.1217647658922146,-0.03399638865705877
9,flat-pen,1,0,0,flat,0.0,pen,0,4,4,4,10.0,True,300.0,-0.16543078321836147,-0.06184457917281918,0.17661284214151474,-0.09463499942622937,-0.1460384303061896,0.17402013171670178,0.07915549086084875,22.757751058321166,22.96604357497124,2132.900000035763,1,6,42,15,0.06407416023747774,0.05046196949467118,0.0676975077206783,0.04658863999596573
9,flat-pen,1,0,0,flat,0.0,pen,0,14,14,14,20.0,False,0.0,0.04957807290212765,-0.01583397879160824,0.05204517457999141,0.17054764601707084,0.469901539756008,0.49989394537944876,0.17054764601707084,11.249521942306117,11.672029970711089,1341.3999999761581,1,3,21,1,0.1809310269285887,0.1809310269285887,0.1479972555102013,-0.08992621958486702
9,flat-pen,1,0,0,flat,0.0,pen,0,15,15,15,21.0,False,330.0,0.14901628529612834,-0.01889065320821377,0.15020888809284927,0.01296221260176873,-0.9429334506243818,0.9430225401664252,0.48269233071457784,11.962278425787096,12.196212665171613,1700.199999988079,1,0,29,6,0.27569875150831785,0.11814020989097003,0.4777258656707847,0.4777258656707847
9,flat-pen,1,0,0,flat,0.0,pen,0,5,5,5,11.0,True,270.0,0.03650605794871402,-0.09185591019666489,0.09884432459687624,-0.07480747216982768,-0.054851065399558904,0.09276204648403479,0.05485106539955892,22.683268281112962,23.152281281272295,1843.0,1,5,39,20,0.12209382916406053,0.03962574352190716,0.12094342116009749,-0.06877865094098463
9,flat-pen,1,0,0,flat,0.0,pen,0,19,19,19,13.0,False,210.0,0.1574101863360409,0.24566234854896324,0.2917669553889532,-0.036887333660932504,0.0028594814132365974,0.036998000196843205,0.030515627321622087,11.317311007704255,11.62919662666288,1727.6000000238419,1,1,27,0,0.20843188651543132,0.1723578585317486,0.23462376701126483,-0.2142813155879842
9,flat-pen,1,0,0,flat,0.0,pen,0,23,23,23,17.0,False,90.0,0.154609323639168,-0.08747711022187958,0.17764089554191023,-0.04755112211054382,0.296875143044718,0.3006592086928216,0.296875143044718,11.746092060538002,12.045878771912372,1645.7999999523163,1,3,18,2,0.10038090591949546,0.06364143443027614,0.13261262916993738,0.1281268999638912
9,flat-pen,1,0,0,flat,0.0,pen,0,9,9,9,3.0,True,150.0,0.46078874712486256,-0.10274164853543159,0.4721039248096532,-0.08020590045562623,-0.05372718611429547,0.09653805982957171,0.04259675427083047,22.278190224963275,23.226693760470805,2089.300000011921,1,14,40,3,0.13964381407174745,0.08197697234332126,0.10615816393533399,-0.07960363670183015
9,1mm-touch,2,1,1,1mm,1.0,touch,0,20,20,20,14.0,False,180.0,-0.04099435201214256,0.3740018721377355,0.3762418600573659,0.14016286544901127,-0.07375033057628796,0.1583816280727957,-0.14016286544901127,11.549839477377635,12.272509526407564,1592.2000000476837,1,1,12,1,0.08485914310932764,0.08485914310932764,0.15622585196540564,0.15277297715379223
9,1mm-touch,2,1,1,1mm,1.0,touch,0,16,16,16,22.0,False,300.0,-0.06524297995708928,0.1316950472987075,0.14697017356147457,-0.05892515529050506,-0.0725253195432709,0.09344568422813163,0.03334619149680408,11.534202840587566,12.117682415265689,1664.800000011921,1,2,10,0,0.35760913446271847,0.4984256759000975,0.29928538183948794,-0.08823092695445281
9,1mm-touch,2,1,1,1mm,1.0,touch,0,6,6,6,0.0,True,240.0,-0.3957879186738692,0.6695453689350277,0.7777782959369178,-1.357323084102511,4.022150950094939,4.244999908125696,-2.8046233585866753,19.3541842684409,19.429571182724587,1262.199999988079,5,3,21,0,0.24566708928205716,0.11687585646070256,0.26089047856340547,0.2517049241247789
9,1mm-touch,2,1,1,1mm,1.0,touch,0,7,7,7,1.0,True,210.0,-0.3079613373012044,0.051062575459255966,0.31216593645828555,-0.23816932739014257,-0.6960252387989238,0.7356464922464946,0.5542733073215783,23.162074928744218,23.80325861100275,1893.7999999523163,2,2,34,0,0.5061824684519893,0.287018037755148,0.4383271295576643,0.04572272734140334
9,1mm-touch,2,1,1,1mm,1.0,touch,0,17,17,17,23.0,False,270.0,-0.012401706212866404,0.3021415516460687,0.3023959648343282,0.02695593965049041,0.07111012812060806,0.0760478336559969,-0.07111012812060806,11.591098243283184,12.041972690537882,1785.199999988079,1,3,20,3,0.12675406158318886,0.08436545855277007,0.16330224180600666,0.16050474759460298
9,1mm-touch,2,1,1,1mm,1.0,touch,0,21,21,21,15.0,False,150.0,-0.239260218395378,0.024560364861302284,0.2405174913155471,-0.04733601764411772,-0.012782287336954034,0.04903147393224763,0.03460305012531734,11.508255126975406,11.803570834080361,1450.0,1,2,36,0,0.23796006690109314,0.21514739426906043,0.2490224548901413,0.22371477598253003
9,1mm-touch,2,1,1,1mm,1.0,touch,0,10,10,10,4.0,True,120.0,-0.14164522794993406,-0.16745861908095963,0.2193302525997969,0.09084471533494054,-0.12592513389560114,0.15527363475784114,-0.15447672259601775,22.872926832753937,23.158279170138442,2614.0,1,1,36,5,0.2626857886776428,0.07034128439084088,0.34138546243659923,0.3107484016232701
9,1mm-touch,2,1,1,1mm,1.0,touch,0,0,0,0,6.0,True,60.0,0.16754531609375775,0.050610436297549216,0.17502242486945918,-0.10793496885076911,-0.1555412522200858,0.18932257827055085,-0.1886701601844216,22.681780764929023,22.936170976748397,2246.099999964237,1,5,42,2,0.13621866709562347,0.12222693185598428,0.11884995323575125,-0.008110180209923651
9,1mm-touch,2,1,1,1mm,1.0,touch,0,1,1,1,7.0,True,30.0,-0.3079152680343199,-0.35068867238726553,0.4666844300267472,-0.40284694310394564,-0.020715233649358743,0.40337920183537124,-0.35923330338960074,22.968436184216962,23.2558032321268,2593.0,1,2,65,0,0.13702751516268225,0.15087644268249548,0.27062278827144465,0.26394435039873926
9,1mm-touch,2,1,1,1mm,1.0,touch,0,11,11,11,5.0,True,90.0,0.1738862418123561,-0.734356776518187,0.754663037593473,-0.036598161225277766,-2.769785158127965,2.770026939867378,-2.769785158127965,20.685642526163804,20.835526680362918,1580.800000011921,1,3,13,0,0.2672552674730384,0.12931682331244052,0.22247745160673646,0.0508260955219656
9,1mm-touch,2,1,1,1mm,1.0,touch,0,2,2,2,8.0,True,0.0,-0.06487283140099821,0.6474912011284689,0.6507329250873739,-0.058001746181494986,0.03119632201613034,0.06585903937529507,-0.058001746181494986,22.72148860610717,23.576286842960727,1858.4000000357628,1,8,31,7,0.14679176633598962,0.14679176633598962,0.10305911629586083,-0.05741584915227367
9,1mm-touch,2,1,1,1mm,1.0,touch,0,12,12,12,18.0,False,60.0,0.23369708791335747,-0.20699177891052664,0.3121857226647751,0.12064050839191273,-0.05862658650515446,0.13413131219184254,0.009548140945326668,11.545040697496866,11.775185941442432,1579.800000011921,2,2,21,0,0.18526726874418337,0.13773478620520235,0.2944959560696419,-0.28316577265993775
9,1mm-touch,2,1,1,1mm,1.0,touch,0,13,13,13,19.0,False,30.0,-0.06760290532804336,-0.4685882007243558,0.47343959980855166,0.0399821651088994,0.04314304395665318,0.05882087867960663,0.056197092660937295,11.53340609071548,11.886011216616621,1806.0,1,3,31,0,0.17156657305745696,0.1524790875129736,0.1333118855160726,0.01600292505125539
9,1mm-touch,2,1,1,1mm,1.0,touch,0,3,3,3,9.0,True,330.0,0.1802358089172555,0.19034122995854735,0.2621349473805239,0.17349696579588939,-0.1998192033913556,0.2646297624688802,0.2501623815544379,22.92335716874081,23.415681864233555,3280.899999976158,1,1,51,0,0.38713687451201484,0.16204458035858976,0.6415782328985253,0.6404374323477918
9,1mm-touch,2,1,1,1mm,1.0,touch,0,8,8,8,2.0,True,180.0,0.09377375797869082,0.5289131799374591,0.5371616791963115,0.06532653768910368,0.13097870385941549,0.14636590241971778,-0.06532653768910367,22.695041736062855,23.625293679644543,2075.0,1,0,20,3,0.0671205517469551,0.0671205517469551,0.18541343750141281,0.18541343750141281
9,1mm-touch,2,1,1,1mm,1.0,touch,0,22,22,22,16.0,False,120.0,-0.08796262088695951,-0.5819182050724668,0.5885288608624597,-0.18355671691507175,-0.02525768473570049,0.18528631617809185,0.06990456183564078,11.799812147923522,11.974701656024893,1447.199999988079,1,1,29,0,0.18261195532609298,0.14993963241339847,0.24077935398238673,0.21067153023611915
9,1mm-touch,2,1,1,1mm,1.0,touch,0,18,18,18,12.0,False,240.0,-0.07888510495692547,0.06428070476456695,0.10175887572636878,0.5847216844654283,-0.3552387407655192,0.6841739626913316,0.015284931678619773,12.060640490480118,12.177544639469094,1706.199999988079,1,3,33,0,0.11918782022763627,0.05656527922546815,0.15552468049770968,0.1428145017968091
9,1mm-touch,2,1,1,1mm,1.0,touch,0,4,4,4,10.0,True,300.0,0.044595644123225406,0.06719246519858046,0.08064489354092927,0.08523231476307862,0.1360025961565613,0.16050312657763777,-0.07516554587067861,22.640090356922567,22.92578506282715,2833.199999988079,1,4,48,0,0.15102481665586576,0.14356790142476333,0.13870939394300164,0.03725365184660241
9,1mm-touch,2,1,1,1mm,1.0,touch,0,14,14,14,20.0,False,0.0,0.2412994837181386,0.25383678422318895,0.350226432279761,0.09805665101480499,-0.046456931396957696,0.10850508413461965,0.09805665101480499,11.50716176925403,11.765987412708855,1250.300000011921,1,3,23,0,0.04598385750582523,0.04598385750582523,0.03626699065076445,0.021023744749329644
9,1mm-touch,2,1,1,1mm,1.0,touch,0,15,15,15,21.0,False,330.0,0.09879931794463327,0.3018209710713068,0.3175802320749063,-0.4379742359953217,-0.3373006172120023,0.5528047917369054,-0.21064650596902812,12.147766547948804,12.433164549448946,1275.6000000238419,1,3,15,0,0.2328841906191397,0.3010661607189603,0.1925738414729279,-0.06161240520357816
9,1mm-touch,2,1,1,1mm,1.0,touch,0,5,5,5,11.0,True,270.0,-0.05972477006374055,0.4733383680706042,0.4770914575287525,0.19723844353935516,-0.04647252811201545,0.20263933349414043,0.04647252811201542,23.241231477343742,23.65713805118814,2486.300000011921,1,1,35,11,0.1858029845866275,0.046898178805933506,0.28495667200593905,0.2782951363823225
9,1mm-touch,2,1,1,1mm,1.0,touch,0,19,19,19,13.0,False,210.0,0.05394555862963741,0.27498510913714497,0.28022657536898815,0.19446781318733847,-0.3037985545607149,0.3607094289300534,-0.016514789158284082,11.778974870029295,12.086832429818026,1438.2999999523163,1,3,28,0,0.1832501182683862,0.16014866371631944,0.18058337188329032,0.12352841832137833
9,1mm-touch,2,1,1,1mm,1.0,touch,0,23,23,23,17.0,False,90.0,-0.4563320542406719,-0.5985181142500927,0.752637281041139,-0.06652466502844986,-0.03793157884829505,0.07657895096612309,-0.03793157884829506,11.926958252156627,12.020498601721705,1396.3999999761581,1,2,23,0,0.16982027867111327,0.09791433619674131,0.16428051504201513,0.10768257230561762
9,1mm-touch,2,1,1,1mm,1.0,touch,0,9,9,9,3.0,True,150.0,-0.2504748079941984,-0.002344824715542093,0.25048578331449706,0.009039393227189718,-0.179622073199836,0.17984938090113906,-0.09763938076946128,22.857862739994385,23.56124650257946,2109.0,1,1,37,1,0.24036852459482977,0.22587106623117306,0.439244414036928,-0.43665058822164327
9,1mm-touch,2,1,1,1mm,1.0,touch,1,20,44,20,14.0,False,180.0,0.047637179237560986,0.2754038288369389,0.279493416351365,0.30436394088311414,0.04951928568430479,0.3083659646663094,-0.30436394088311414,11.618922690231106,11.651541372096288,1287.800000011921,1,0,21,16,0.09021631960053933,0.09021631960053933,0.18544542853942195,0.18544542853942195
9,1mm-touch,2,1,1,1mm,1.0,touch,1,16,40,16,22.0,False,300.0,-0.14499234534482275,0.20024420956345382,0.24722565334585478,-0.10909544227313218,0.14339540374651327,0.1801778491946107,-0.17873178356697286,11.391439513202778,11.818744381176504,1381.699999988079,1,2,16,2,0.36081635109450716,0.4092810819959136,0.3431224370507647,-0.24171153126181094
9,1mm-touch,2,1,1,1mm,1.0,touch,1,6,30,6,0.0,True,240.0,0.13864428930543726,0.35654701295973934,0.38255458618022387,-1.7065724013231454,3.850566606348091,4.211799205907245,-2.4814022993999068,18.772073307140555,19.02969019456213,1321.800000011921,1,0,15,0,0.1363056021258897,0.06264368588625126,0.26005032207335427,0.26005032207335427
9,1mm-touch,2,1,1,1mm,1.0,touch,1,7,31,7,1.0,True,210.0,0.06706976583995812,0.20335123468497052,0.21412631351080785,-0.4245872065945162,-0.45404219763596504,0.6216338256866587,0.5947244058507053,22.637590215258346,22.945708993545843,1911.5,3,3,37,0,0.41553651394034025,0.15151833554336813,0.3872224541004008,-0.1401100183756452
